id,question,option_a,option_b,option_c,option_d,correct_answer,explanation,domain,eco_task,approach,difficulty,keywords,split,source,template_family
PMP-PRO-02067,"A project manager is leading a distributed software implementation using a Agile approach. The product owner is unavailable for backlog clarification. The issue has moderate impact, but several stakeholders have different expectations. What is the best course of action?",Approve the request immediately to maintain stakeholder satisfaction,Replace the team member most closely associated with the issue,Close the risk because it has not yet occurred,Engage the governance body with evidence-based options and recommendations,D,"Governance decisions should be supported by analysis, not assumptions.",Business,Support organizational change,Agile,medium,"value, benefits, compliance",train,synthetic_eco_aligned_pro,scenario
PMP-PRO-02068,"The project manager is accountable for a data analytics platform rollout, delivered through a Predictive model. The project manager discovers that assumptions are outdated. The situation affects both delivery predictability and stakeholder confidence. How should the project manager proceed?",Approve the request immediately to maintain stakeholder satisfaction,Continue with the original plan because it was formally approved,Coach the team toward shared ownership while removing impediments,Ask the sponsor to decide the technical solution,C,The project manager should enable the team rather than command the solution.,People,Lead a team,Predictive,medium,"collaboration, leadership, team",train,synthetic_eco_aligned_pro,scenario
PMP-PRO-02069,"In an internal operations improvement project, the project team is operating with a Predictive delivery model. A dependency owner cannot commit to the required date. The situation affects both delivery predictability and stakeholder confidence. What should the project manager do to best address the situation?","Review the relevant plan or register, update it, and define an appropriate response",Assign blame to the responsible party and document the performance issue,Close the risk because it has not yet occurred,Tell the customer the change cannot be considered at this point,A,"PMI expects proactive planning, documentation, and response definition.",Process,Control scope,Predictive,medium,"schedule, change control, risk",test,synthetic_eco_aligned_pro,scenario
PMP-PRO-02070,"On a cloud migration project, a project manager is responsible for delivery under a Predictive lifecycle. A team member proposes a solution that conflicts with organizational standards. The sponsor expects immediate action, while the team recommends further analysis. How can the project manager best support project success?",Replace the team member most closely associated with the issue,"Analyze the impact, document the issue, and follow the appropriate change control process",Ask the sponsor to decide the technical solution,Direct the team to work overtime until the issue is resolved,B,Changes should be evaluated for impact before approval or implementation.,Process,Manage schedule,Predictive,hard,"scope, change control, quality",validation,synthetic_eco_aligned_pro,scenario
PMP-PRO-02071,"While managing a business intelligence implementation, the project manager uses a Predictive approach. A key stakeholder requests a major change late in the iteration. What should the project manager do first?",Engage the governance body with evidence-based options and recommendations,Escalate the issue immediately to the sponsor without further analysis,Remove the item from scope to protect the baseline,Update the schedule without consulting the affected stakeholders,A,"Governance decisions should be supported by analysis, not assumptions.",Business,Support governance,Predictive,easy,"benefits, compliance, strategy",validation,synthetic_eco_aligned_pro,scenario
PMP-PRO-02072,"The project manager is accountable for a process optimization initiative, delivered through a Agile model. A stakeholder bypasses the agreed communication channels. The team has limited time to respond before the next status review. What should the project manager do before taking corrective action?",Delay all project work until every stakeholder reaches full agreement,Assign blame to the responsible party and document the performance issue,Direct the team to work overtime until the issue is resolved,Coach the team toward shared ownership while removing impediments,D,The project manager should enable the team rather than command the solution.,People,Address impediments,Agile,medium,"collaboration, conflict, leadership",train,synthetic_eco_aligned_pro,scenario
PMP-PRO-02073,"On a supply chain improvement project, a project manager is responsible for delivery under a Agile lifecycle. A critical defect appears shortly before a planned release. The team has limited time to respond before the next status review. What is the best course of action?",Tell the customer the change cannot be considered at this point,Close the risk because it has not yet occurred,Ignore the concern until it appears in the next status report,Use servant leadership to support the team in resolving the issue,D,"Servant leadership is strongly aligned with the modern PMP exam, especially in agile and hybrid environments.",People,Promote collaboration,Agile,medium,"collaboration, team, conflict",validation,synthetic_eco_aligned_pro,scenario
PMP-PRO-02074,"A project manager is leading a financial services migration using a Hybrid approach. The customer reports that the delivered increment does not solve the expected problem. Two alternatives appear reasonable, but one may reduce long-term business value. How can the project manager best support project success?",Direct the team to work overtime until the issue is resolved,Meet with the affected people to identify the root cause and agree on a constructive path forward,Escalate the issue immediately to the sponsor without further analysis,Replace the team member most closely associated with the issue,B,The best first step is to understand the root cause and involve the people closest to the issue.,People,Manage stakeholder expectations,Hybrid,hard,"conflict, team, collaboration",test,synthetic_eco_aligned_pro,scenario
PMP-PRO-02075,"A project manager has recently joined a cybersecurity enhancement project, which follows a Hybrid approach. A supplier misses an important intermediate milestone. What is the most appropriate response?",Make the decision alone to avoid slowing the project team,Remove the item from scope to protect the baseline,Coach the team toward shared ownership while removing impediments,Escalate the issue immediately to the sponsor without further analysis,C,The project manager should enable the team rather than command the solution.,People,Resolve interpersonal issues,Hybrid,easy,"leadership, collaboration, stakeholders",train,synthetic_eco_aligned_pro,scenario
PMP-PRO-02076,"On a regulatory compliance initiative, a project manager is responsible for delivery under a Predictive lifecycle. Several team members are uncertain about roles and responsibilities. The issue has moderate impact, but several stakeholders have different expectations. Which action best aligns with PMI's project management principles?",Meet with the affected people to identify the root cause and agree on a constructive path forward,Cancel the current iteration and restart the planning process,Close the risk because it has not yet occurred,Make the decision alone to avoid slowing the project team,A,The best first step is to understand the root cause and involve the people closest to the issue.,People,Lead a team,Predictive,medium,"stakeholders, collaboration, conflict",test,synthetic_eco_aligned_pro,scenario
PMP-PRO-02077,"During a public sector modernization project, the project manager is working in a Agile environment. The project manager discovers that assumptions are outdated. The situation affects both delivery predictability and stakeholder confidence. What should the project manager do before taking corrective action?",Delay all project work until every stakeholder reaches full agreement,Assess compliance and business implications before proceeding,Tell the customer the change cannot be considered at this point,Close the risk because it has not yet occurred,B,"Business environment issues require evaluation of compliance, governance, and organizational impact.",Business,Support governance,Agile,medium,"benefits, compliance, strategy",train,synthetic_eco_aligned_pro,scenario
PMP-PRO-02078,"The project manager is accountable for a vendor-led integration project, delivered through a Agile model. Users reject a deliverable during a review session. What should the project manager do to best address the situation?",Confirm whether the project still supports the expected benefits before recommending changes,Replace the team member most closely associated with the issue,Remove the item from scope to protect the baseline,Close the risk because it has not yet occurred,A,Modern PMP emphasizes value delivery and benefits realization.,Business,Protect strategic objectives,Agile,easy,"benefits, value, governance",test,synthetic_eco_aligned_pro,scenario
PMP-PRO-02079,A Agile project is underway for an infrastructure modernization effort. The project management plan no longer reflects the current execution reality. The team has limited time to respond before the next status review. Which action should the project manager take next?,"Review expectations with the stakeholder and team, then update the engagement approach if needed",Continue with the original plan because it was formally approved,Direct the team to work overtime until the issue is resolved,Make the decision alone to avoid slowing the project team,A,Stakeholder engagement and clear expectations help prevent recurring communication and alignment issues.,People,Resolve interpersonal issues,Agile,medium,"conflict, collaboration, stakeholders",test,synthetic_eco_aligned_pro,scenario
PMP-PRO-02080,"A project manager has recently joined a supply chain improvement project, which follows a Agile approach. The customer reports that the delivered increment does not solve the expected problem. Which step should be taken to resolve the issue effectively?",Escalate the issue immediately to the sponsor without further analysis,Update the schedule without consulting the affected stakeholders,Evaluate the impact on business value and discuss options with the sponsor and key stakeholders,Replace the team member most closely associated with the issue,C,The project manager must keep the project aligned with value and strategy.,Business,Support governance,Agile,easy,"compliance, strategy, value",train,synthetic_eco_aligned_pro,scenario
PMP-PRO-02081,"On a new service launch, a project manager is responsible for delivery under a Predictive lifecycle. The team feels overloaded after several urgent requests. The situation affects both delivery predictability and stakeholder confidence. Which step should be taken to resolve the issue effectively?",Remove the item from scope to protect the baseline,Tell the customer the change cannot be considered at this point,Assign blame to the responsible party and document the performance issue,"Review the relevant plan or register, update it, and define an appropriate response",D,"PMI expects proactive planning, documentation, and response definition.",Process,Ensure quality,Predictive,medium,"change control, scope, quality",train,synthetic_eco_aligned_pro,scenario
PMP-PRO-02082,"A project manager has recently joined a public sector modernization project, which follows a Agile approach. A senior executive introduces a new priority that affects the roadmap. The project manager must balance delivery speed, stakeholder trust, and governance expectations. What is the most appropriate response?",Approve the request immediately to maintain stakeholder satisfaction,Ask the sponsor to decide the technical solution,Delay all project work until every stakeholder reaches full agreement,Engage the governance body with evidence-based options and recommendations,D,"Governance decisions should be supported by analysis, not assumptions.",Business,Manage business impact,Agile,hard,"benefits, value, governance",train,synthetic_eco_aligned_pro,scenario
PMP-PRO-02083,"During a mobile application delivery project, the project manager is working in a Hybrid environment. The team is meeting deadlines but quality defects are increasing. What should the project manager do to best address the situation?",Make the decision alone to avoid slowing the project team,Cancel the current iteration and restart the planning process,Meet with the affected people to identify the root cause and agree on a constructive path forward,Continue with the original plan because it was formally approved,C,The best first step is to understand the root cause and involve the people closest to the issue.,People,Support team performance,Hybrid,easy,"team, collaboration, stakeholders",test,synthetic_eco_aligned_pro,scenario
PMP-PRO-02084,"A project manager has recently joined an enterprise resource planning deployment, which follows a Agile approach. The project management plan no longer reflects the current execution reality. The issue has moderate impact, but several stakeholders have different expectations. Which action should the project manager take next?",Ask the sponsor to decide the technical solution,Coach the team toward shared ownership while removing impediments,Ignore the concern until it appears in the next status report,Escalate the issue immediately to the sponsor without further analysis,B,The project manager should enable the team rather than command the solution.,People,Mentor a team member,Agile,medium,"team, conflict, leadership",train,synthetic_eco_aligned_pro,scenario
PMP-PRO-02085,"A project manager has recently joined a mobile application delivery project, which follows a Agile approach. Team velocity has dropped for three consecutive iterations. Two alternatives appear reasonable, but one may reduce long-term business value. Which action should the project manager take next?",Review acceptance criteria with stakeholders and validate the deliverable against agreed requirements,Approve the request immediately to maintain stakeholder satisfaction,Direct the team to work overtime until the issue is resolved,Remove the item from scope to protect the baseline,A,Validation should be based on agreed criteria and stakeholder alignment.,Process,Validate deliverables,Agile,hard,"risk, scope, schedule",train,synthetic_eco_aligned_pro,scenario
PMP-PRO-02086,"A project manager is leading an enterprise resource planning deployment using a Predictive approach. An agile team asks the project manager to decide how they should complete the work. Two alternatives appear reasonable, but one may reduce long-term business value. Which step should be taken to resolve the issue effectively?",Close the risk because it has not yet occurred,Engage the governance body with evidence-based options and recommendations,Escalate the issue immediately to the sponsor without further analysis,Ask the sponsor to decide the technical solution,B,"Governance decisions should be supported by analysis, not assumptions.",Business,Respond to market change,Predictive,hard,"strategy, value, benefits",train,synthetic_eco_aligned_pro,scenario
PMP-PRO-02087,"In a customer-facing product release, the project team is operating with a Agile delivery model. A team member proposes a solution that conflicts with organizational standards. Two alternatives appear reasonable, but one may reduce long-term business value. Which action best aligns with PMI's project management principles?",Delay all project work until every stakeholder reaches full agreement,Cancel the current iteration and restart the planning process,Confirm whether the project still supports the expected benefits before recommending changes,Close the risk because it has not yet occurred,C,Modern PMP emphasizes value delivery and benefits realization.,Business,Respond to market change,Agile,hard,"strategy, compliance, value",validation,synthetic_eco_aligned_pro,scenario
PMP-PRO-02088,"The project manager is accountable for an internal operations improvement project, delivered through a Predictive model. A team member proposes a solution that conflicts with organizational standards. Two alternatives appear reasonable, but one may reduce long-term business value. Which action best aligns with PMI's project management principles?",Remove the item from scope to protect the baseline,Assign blame to the responsible party and document the performance issue,"Review expectations with the stakeholder and team, then update the engagement approach if needed",Update the schedule without consulting the affected stakeholders,C,Stakeholder engagement and clear expectations help prevent recurring communication and alignment issues.,People,Address impediments,Predictive,hard,"team, leadership, stakeholders",train,synthetic_eco_aligned_pro,scenario
PMP-PRO-02089,"A project manager is leading a mobile application delivery project using a Hybrid approach. A change request conflicts with approved project constraints. The project manager must balance delivery speed, stakeholder trust, and governance expectations. What is the most appropriate response?",Coach the team toward shared ownership while removing impediments,Escalate the issue immediately to the sponsor without further analysis,Approve the request immediately to maintain stakeholder satisfaction,Replace the team member most closely associated with the issue,A,The project manager should enable the team rather than command the solution.,People,Resolve interpersonal issues,Hybrid,hard,"conflict, collaboration, stakeholders",train,synthetic_eco_aligned_pro,scenario
PMP-PRO-02090,"While managing a distributed software implementation, the project manager uses a Hybrid approach. A newly assigned team member lacks knowledge of the project context. Two alternatives appear reasonable, but one may reduce long-term business value. How can the project manager best support project success?",Escalate the issue immediately to the sponsor without further analysis,Direct the team to work overtime until the issue is resolved,Update the schedule without consulting the affected stakeholders,"Assess the impact on scope, schedule, cost, quality, and risk before deciding",D,Integrated impact analysis is required before corrective action.,Process,Handle dependencies,Hybrid,hard,"change control, schedule, quality",train,synthetic_eco_aligned_pro,scenario
PMP-PRO-02091,"During a cybersecurity enhancement project, the project manager is working in a Hybrid environment. A change request conflicts with approved project constraints. Which step should be taken to resolve the issue effectively?",Close the risk because it has not yet occurred,"Analyze the impact, document the issue, and follow the appropriate change control process",Direct the team to work overtime until the issue is resolved,Assign blame to the responsible party and document the performance issue,B,Changes should be evaluated for impact before approval or implementation.,Process,Plan project work,Hybrid,easy,"scope, schedule, quality",validation,synthetic_eco_aligned_pro,scenario
PMP-PRO-02092,"On a healthcare process improvement initiative, a project manager is responsible for delivery under a Predictive lifecycle. A compliance audit identifies missing documentation. The sponsor expects immediate action, while the team recommends further analysis. Which action should the project manager take next?",Cancel the current iteration and restart the planning process,Direct the team to work overtime until the issue is resolved,Work with the team to identify root cause and implement a preventive or corrective action,Approve the request immediately to maintain stakeholder satisfaction,C,"The project manager should address root cause, not only symptoms.",Process,Manage risks,Predictive,hard,"schedule, risk, scope",test,synthetic_eco_aligned_pro,scenario
PMP-PRO-02093,A Hybrid project is underway for a regulatory compliance initiative. Team velocity has dropped for three consecutive iterations. The situation affects both delivery predictability and stakeholder confidence. How can the project manager best support project success?,Update the schedule without consulting the affected stakeholders,Ask the sponsor to decide the technical solution,Assess compliance and business implications before proceeding,Remove the item from scope to protect the baseline,C,"Business environment issues require evaluation of compliance, governance, and organizational impact.",Business,Assess value delivery,Hybrid,medium,"value, compliance, strategy",test,synthetic_eco_aligned_pro,scenario
PMP-PRO-02094,"During a cybersecurity enhancement project, the project manager is working in a Hybrid environment. Stakeholders disagree about the definition of project success. The team has limited time to respond before the next status review. Which step should be taken to resolve the issue effectively?",Approve the request immediately to maintain stakeholder satisfaction,Cancel the current iteration and restart the planning process,Delay all project work until every stakeholder reaches full agreement,Review the benefits realization plan and adjust the approach with stakeholder agreement,D,Projects should remain aligned to business outcomes throughout delivery.,Business,Assess value delivery,Hybrid,medium,"governance, value, compliance",train,synthetic_eco_aligned_pro,scenario
PMP-PRO-02095,"In a customer-facing product release, the project team is operating with a Predictive delivery model. The project manager discovers that assumptions are outdated. Which action best aligns with PMI's project management principles?",Direct the team to work overtime until the issue is resolved,Ask the sponsor to decide the technical solution,Use servant leadership to support the team in resolving the issue,Ignore the concern until it appears in the next status report,C,"Servant leadership is strongly aligned with the modern PMP exam, especially in agile and hybrid environments.",People,Build a shared understanding,Predictive,easy,"leadership, conflict, team",train,synthetic_eco_aligned_pro,scenario
PMP-PRO-02096,"The project manager is accountable for a digital transformation program, delivered through a Agile model. A critical defect appears shortly before a planned release. The team has limited time to respond before the next status review. Which action best aligns with PMI's project management principles?",Review acceptance criteria with stakeholders and validate the deliverable against agreed requirements,Close the risk because it has not yet occurred,Ignore the concern until it appears in the next status report,Tell the customer the change cannot be considered at this point,A,Validation should be based on agreed criteria and stakeholder alignment.,Process,Validate deliverables,Agile,medium,"scope, quality, risk",train,synthetic_eco_aligned_pro,scenario
PMP-PRO-02097,"On a cloud migration project, a project manager is responsible for delivery under a Agile lifecycle. The project management plan no longer reflects the current execution reality. Which action should the project manager take next?","Review the relevant plan or register, update it, and define an appropriate response",Approve the request immediately to maintain stakeholder satisfaction,Escalate the issue immediately to the sponsor without further analysis,Continue with the original plan because it was formally approved,A,"PMI expects proactive planning, documentation, and response definition.",Process,Track project performance,Agile,easy,"change control, schedule, quality",train,synthetic_eco_aligned_pro,scenario
PMP-PRO-02098,"While managing a financial services migration, the project manager uses a Agile approach. A new regulation affects part of the planned solution. What is the best course of action?","Review expectations with the stakeholder and team, then update the engagement approach if needed",Delay all project work until every stakeholder reaches full agreement,Make the decision alone to avoid slowing the project team,Escalate the issue immediately to the sponsor without further analysis,A,Stakeholder engagement and clear expectations help prevent recurring communication and alignment issues.,People,Address impediments,Agile,easy,"stakeholders, collaboration, conflict",validation,synthetic_eco_aligned_pro,scenario
PMP-PRO-02099,"In a distributed software implementation, the project team is operating with a Predictive delivery model. The customer asks for faster delivery without reducing scope. Two alternatives appear reasonable, but one may reduce long-term business value. Which action should the project manager take next?",Update the schedule without consulting the affected stakeholders,Engage the governance body with evidence-based options and recommendations,Approve the request immediately to maintain stakeholder satisfaction,Cancel the current iteration and restart the planning process,B,"Governance decisions should be supported by analysis, not assumptions.",Business,Align project with business value,Predictive,hard,"compliance, benefits, governance",train,synthetic_eco_aligned_pro,scenario
PMP-PRO-02100,"The project manager is accountable for a mobile application delivery project, delivered through a Hybrid model. A key stakeholder requests a major change late in the iteration. The sponsor expects immediate action, while the team recommends further analysis. What should the project manager do first?",Direct the team to work overtime until the issue is resolved,Remove the item from scope to protect the baseline,Escalate the issue immediately to the sponsor without further analysis,Evaluate the impact on business value and discuss options with the sponsor and key stakeholders,D,The project manager must keep the project aligned with value and strategy.,Business,Ensure benefits realization,Hybrid,hard,"strategy, governance, value",validation,synthetic_eco_aligned_pro,scenario
PMP-PRO-02101,"In a process optimization initiative, the project team is operating with a Predictive delivery model. A technical decision could reduce long-term maintainability. The team has limited time to respond before the next status review. How should the project manager proceed?",Cancel the current iteration and restart the planning process,Replace the team member most closely associated with the issue,Remove the item from scope to protect the baseline,Use servant leadership to support the team in resolving the issue,D,"Servant leadership is strongly aligned with the modern PMP exam, especially in agile and hybrid environments.",People,Build a shared understanding,Predictive,medium,"leadership, conflict, stakeholders",train,synthetic_eco_aligned_pro,scenario
PMP-PRO-02102,"While managing a manufacturing automation project, the project manager uses a Hybrid approach. A lessons learned item from a previous phase has not been addressed. The sponsor expects immediate action, while the team recommends further analysis. Which step should be taken to resolve the issue effectively?",Replace the team member most closely associated with the issue,Ask the sponsor to decide the technical solution,Engage the governance body with evidence-based options and recommendations,Ignore the concern until it appears in the next status report,C,"Governance decisions should be supported by analysis, not assumptions.",Business,Respond to market change,Hybrid,hard,"benefits, strategy, governance",train,synthetic_eco_aligned_pro,scenario
PMP-PRO-02103,"The project manager is accountable for a healthcare process improvement initiative, delivered through a Agile model. Users reject a deliverable during a review session. The team has limited time to respond before the next status review. What is the most appropriate response?",Confirm whether the project still supports the expected benefits before recommending changes,Cancel the current iteration and restart the planning process,Close the risk because it has not yet occurred,Direct the team to work overtime until the issue is resolved,A,Modern PMP emphasizes value delivery and benefits realization.,Business,Support governance,Agile,medium,"strategy, compliance, value",train,synthetic_eco_aligned_pro,scenario
PMP-PRO-02104,"On a customer-facing product release, a project manager is responsible for delivery under a Agile lifecycle. Several team members are uncertain about roles and responsibilities. What should the project manager do first?",Close the risk because it has not yet occurred,"Assess the impact on scope, schedule, cost, quality, and risk before deciding",Direct the team to work overtime until the issue is resolved,Ask the sponsor to decide the technical solution,B,Integrated impact analysis is required before corrective action.,Process,Validate deliverables,Agile,easy,"quality, risk, scope",train,synthetic_eco_aligned_pro,scenario
PMP-PRO-02105,A Agile project is underway for a mobile application delivery project. The customer reports that the delivered increment does not solve the expected problem. The team has limited time to respond before the next status review. What should the project manager do first?,Assess compliance and business implications before proceeding,Tell the customer the change cannot be considered at this point,Delay all project work until every stakeholder reaches full agreement,Ask the sponsor to decide the technical solution,A,"Business environment issues require evaluation of compliance, governance, and organizational impact.",Business,Manage business impact,Agile,medium,"governance, benefits, strategy",test,synthetic_eco_aligned_pro,scenario
PMP-PRO-02106,"While managing a mobile application delivery project, the project manager uses a Hybrid approach. A compliance audit identifies missing documentation. The project manager must balance delivery speed, stakeholder trust, and governance expectations. What should the project manager do before taking corrective action?",Direct the team to work overtime until the issue is resolved,Tell the customer the change cannot be considered at this point,Make the decision alone to avoid slowing the project team,Work with the team to identify root cause and implement a preventive or corrective action,D,"The project manager should address root cause, not only symptoms.",Process,Manage procurement,Hybrid,hard,"scope, risk, schedule",train,synthetic_eco_aligned_pro,scenario
PMP-PRO-02107,"While managing a cybersecurity enhancement project, the project manager uses a Predictive approach. A technical decision could reduce long-term maintainability. Which action best aligns with PMI's project management principles?",Confirm whether the project still supports the expected benefits before recommending changes,Update the schedule without consulting the affected stakeholders,Remove the item from scope to protect the baseline,Replace the team member most closely associated with the issue,A,Modern PMP emphasizes value delivery and benefits realization.,Business,Support governance,Predictive,easy,"compliance, governance, value",train,synthetic_eco_aligned_pro,scenario
PMP-PRO-02108,"A project manager is leading an infrastructure modernization effort using a Hybrid approach. The team is meeting deadlines but quality defects are increasing. The issue has moderate impact, but several stakeholders have different expectations. What is the best course of action?",Close the risk because it has not yet occurred,Update the schedule without consulting the affected stakeholders,Escalate the issue immediately to the sponsor without further analysis,Review acceptance criteria with stakeholders and validate the deliverable against agreed requirements,D,Validation should be based on agreed criteria and stakeholder alignment.,Process,Manage schedule,Hybrid,medium,"change control, quality, schedule",train,synthetic_eco_aligned_pro,scenario
PMP-PRO-02109,"A project manager is leading a healthcare process improvement initiative using a Hybrid approach. The sponsor pressures the team to reduce testing time. The sponsor expects immediate action, while the team recommends further analysis. What is the best course of action?",Meet with the affected people to identify the root cause and agree on a constructive path forward,Direct the team to work overtime until the issue is resolved,Continue with the original plan because it was formally approved,Tell the customer the change cannot be considered at this point,A,The best first step is to understand the root cause and involve the people closest to the issue.,People,Manage stakeholder expectations,Hybrid,hard,"leadership, conflict, team",train,synthetic_eco_aligned_pro,scenario
PMP-PRO-02110,"A project manager has recently joined a vendor-led integration project, which follows a Agile approach. A dependency owner cannot commit to the required date. The issue has moderate impact, but several stakeholders have different expectations. How should the project manager proceed?",Make the decision alone to avoid slowing the project team,Replace the team member most closely associated with the issue,Facilitate a collaborative discussion to understand concerns and align the team,Assign blame to the responsible party and document the performance issue,C,"The PMI mindset favors collaboration, listening, and resolving conflict at the lowest appropriate level before escalation.",People,Empower team members,Agile,medium,"conflict, team, stakeholders",train,synthetic_eco_aligned_pro,scenario
PMP-PRO-02111,"On a financial services migration, a project manager is responsible for delivery under a Hybrid lifecycle. The team feels overloaded after several urgent requests. The team has limited time to respond before the next status review. How can the project manager best support project success?",Update the schedule without consulting the affected stakeholders,Direct the team to work overtime until the issue is resolved,Evaluate the impact on business value and discuss options with the sponsor and key stakeholders,Replace the team member most closely associated with the issue,C,The project manager must keep the project aligned with value and strategy.,Business,Respond to market change,Hybrid,medium,"benefits, governance, compliance",test,synthetic_eco_aligned_pro,scenario
PMP-PRO-02112,"A project manager has recently joined a mobile application delivery project, which follows a Hybrid approach. A dependency owner cannot commit to the required date. Which step should be taken to resolve the issue effectively?",Close the risk because it has not yet occurred,Cancel the current iteration and restart the planning process,Engage the governance body with evidence-based options and recommendations,Replace the team member most closely associated with the issue,C,"Governance decisions should be supported by analysis, not assumptions.",Business,Evaluate benefits,Hybrid,easy,"governance, compliance, value",test,synthetic_eco_aligned_pro,scenario
PMP-PRO-02113,"A Predictive project is underway for a new service launch. The team feels overloaded after several urgent requests. The issue has moderate impact, but several stakeholders have different expectations. What should the project manager do to best address the situation?",Cancel the current iteration and restart the planning process,Ask the sponsor to decide the technical solution,Engage the governance body with evidence-based options and recommendations,Ignore the concern until it appears in the next status report,C,"Governance decisions should be supported by analysis, not assumptions.",Business,Evaluate benefits,Predictive,medium,"value, compliance, benefits",test,synthetic_eco_aligned_pro,scenario
PMP-PRO-02114,"The project manager is accountable for an internal operations improvement project, delivered through a Hybrid model. A technical decision could reduce long-term maintainability. The project manager must balance delivery speed, stakeholder trust, and governance expectations. What is the best course of action?","Review the relevant plan or register, update it, and define an appropriate response",Approve the request immediately to maintain stakeholder satisfaction,Delay all project work until every stakeholder reaches full agreement,Tell the customer the change cannot be considered at this point,A,"PMI expects proactive planning, documentation, and response definition.",Process,Plan project work,Hybrid,hard,"schedule, risk, scope",train,synthetic_eco_aligned_pro,scenario
PMP-PRO-02115,"A project manager is leading a new service launch using a Agile approach. An agile team asks the project manager to decide how they should complete the work. The issue has moderate impact, but several stakeholders have different expectations. Which action should the project manager take next?",Continue with the original plan because it was formally approved,Confirm whether the project still supports the expected benefits before recommending changes,Remove the item from scope to protect the baseline,Cancel the current iteration and restart the planning process,B,Modern PMP emphasizes value delivery and benefits realization.,Business,Respond to market change,Agile,medium,"compliance, benefits, governance",train,synthetic_eco_aligned_pro,scenario
PMP-PRO-02116,"During a mobile application delivery project, the project manager is working in a Agile environment. The team is meeting deadlines but quality defects are increasing. What is the most appropriate response?",Continue with the original plan because it was formally approved,Assign blame to the responsible party and document the performance issue,Evaluate the impact on business value and discuss options with the sponsor and key stakeholders,Make the decision alone to avoid slowing the project team,C,The project manager must keep the project aligned with value and strategy.,Business,Maintain compliance,Agile,easy,"benefits, compliance, governance",train,synthetic_eco_aligned_pro,scenario
PMP-PRO-02117,"On a healthcare process improvement initiative, a project manager is responsible for delivery under a Hybrid lifecycle. A retrospective reveals recurring blockers outside the team's control. Two alternatives appear reasonable, but one may reduce long-term business value. What is the most appropriate response?",Update the schedule without consulting the affected stakeholders,Make the decision alone to avoid slowing the project team,Tell the customer the change cannot be considered at this point,"Analyze the impact, document the issue, and follow the appropriate change control process",D,Changes should be evaluated for impact before approval or implementation.,Process,Plan project work,Hybrid,hard,"schedule, risk, change control",train,synthetic_eco_aligned_pro,scenario
PMP-PRO-02118,"While managing a cloud migration project, the project manager uses a Agile approach. The product owner is unavailable for backlog clarification. The situation affects both delivery predictability and stakeholder confidence. How should the project manager proceed?",Escalate the issue immediately to the sponsor without further analysis,Use servant leadership to support the team in resolving the issue,Replace the team member most closely associated with the issue,Direct the team to work overtime until the issue is resolved,B,"Servant leadership is strongly aligned with the modern PMP exam, especially in agile and hybrid environments.",People,Build a shared understanding,Agile,medium,"team, conflict, leadership",train,synthetic_eco_aligned_pro,scenario
PMP-PRO-02119,"In a financial services migration, the project team is operating with a Agile delivery model. A team member proposes a solution that conflicts with organizational standards. How should the project manager proceed?",Remove the item from scope to protect the baseline,Assess compliance and business implications before proceeding,Escalate the issue immediately to the sponsor without further analysis,Direct the team to work overtime until the issue is resolved,B,"Business environment issues require evaluation of compliance, governance, and organizational impact.",Business,Manage business impact,Agile,easy,"strategy, compliance, benefits",validation,synthetic_eco_aligned_pro,scenario
PMP-PRO-02120,"The project manager is accountable for a new service launch, delivered through a Predictive model. An agile team asks the project manager to decide how they should complete the work. Two alternatives appear reasonable, but one may reduce long-term business value. What should the project manager do first?",Coach the team toward shared ownership while removing impediments,Make the decision alone to avoid slowing the project team,Direct the team to work overtime until the issue is resolved,Escalate the issue immediately to the sponsor without further analysis,A,The project manager should enable the team rather than command the solution.,People,Resolve interpersonal issues,Predictive,hard,"leadership, collaboration, stakeholders",test,synthetic_eco_aligned_pro,scenario
PMP-PRO-02121,"On a manufacturing automation project, a project manager is responsible for delivery under a Agile lifecycle. A dependency with another team threatens the next release. What should the project manager do before taking corrective action?",Cancel the current iteration and restart the planning process,Approve the request immediately to maintain stakeholder satisfaction,Make the decision alone to avoid slowing the project team,"Review expectations with the stakeholder and team, then update the engagement approach if needed",D,Stakeholder engagement and clear expectations help prevent recurring communication and alignment issues.,People,Manage stakeholder expectations,Agile,easy,"collaboration, team, leadership",train,synthetic_eco_aligned_pro,scenario
PMP-PRO-02122,"While managing a public sector modernization project, the project manager uses a Hybrid approach. A change request conflicts with approved project constraints. The situation affects both delivery predictability and stakeholder confidence. What should the project manager do to best address the situation?",Direct the team to work overtime until the issue is resolved,Replace the team member most closely associated with the issue,"Analyze the impact, document the issue, and follow the appropriate change control process",Remove the item from scope to protect the baseline,C,Changes should be evaluated for impact before approval or implementation.,Process,Plan project work,Hybrid,medium,"schedule, scope, change control",train,synthetic_eco_aligned_pro,scenario
PMP-PRO-02123,"On an internal operations improvement project, a project manager is responsible for delivery under a Predictive lifecycle. A team member is consistently late with assigned work. The project manager must balance delivery speed, stakeholder trust, and governance expectations. What should the project manager do before taking corrective action?",Ignore the concern until it appears in the next status report,Facilitate a collaborative discussion to understand concerns and align the team,Continue with the original plan because it was formally approved,Replace the team member most closely associated with the issue,B,"The PMI mindset favors collaboration, listening, and resolving conflict at the lowest appropriate level before escalation.",People,Resolve interpersonal issues,Predictive,hard,"conflict, stakeholders, team",train,synthetic_eco_aligned_pro,scenario
