dataset_id,source_name,source_url,question_number,question_text,option_count,choice_label_scheme,option_1,option_2,option_3,option_4,option_5,correct_answer_positions,correct_answer_letters,multiple_correct,reference
oliver_lehmann_180_2021,180 Practice Questions - Smart Learning,https://i-mokymas.com/wp-content/uploads/2022/10/180_pmp_practice_questions_2021_edition-2.pdf,99,"You are discussing with your project team to implement a ""hybrid"" approach. In a hybrid approach to perform a project, what will you do?",4,1..n in source answer key; options stored as ordered positions,Combine elements of predictive and agile approaches.,Use a phase gate model with overlapping phases.,Apply rolling wave planning.,Use agile methods to ensure long-term predictability.,,1,A,no,"Agile Practice Guide, page 15, page 26-27."
oliver_lehmann_180_2021,180 Practice Questions - Smart Learning,https://i-mokymas.com/wp-content/uploads/2022/10/180_pmp_practice_questions_2021_edition-2.pdf,100,You finished your project for a customer to implement a business software solution. All deliverables have been handed over and are already in use by the company. There is a minor last payment to be made by the customer on contract closure. You believe that it is now getting time to finally close the contract with the customer and then administratively close down the project. You approached the customer this morning and found that they are reluctant to finally close the contract. But you do not exactly understand why. What should you not do?,4,1..n in source answer key; options stored as ordered positions,Update all documents related to the project and the product so that they reflect the final specifications and the status of both the project and the product. Organize them in a fashion for easy access.,Focus on your next project and leave the customer the time to get familiar with the software. They will come back to you anyway after some weeks to terminate the contract and make the last payment.,"Based on the contract and all documents which are relevant for the formal relationship with the customer, write a close-out report describing what was contractually required and what was obtained.","Make sure that there are no active purchase orders against the contract or any other pending obligations, requests or claims from either party which need to be resolved. Then insist on formal contract closure.",,2,B,no,"PMBOK® Guide 6th Edition, pages 127-128."
oliver_lehmann_180_2021,180 Practice Questions - Smart Learning,https://i-mokymas.com/wp-content/uploads/2022/10/180_pmp_practice_questions_2021_edition-2.pdf,101,"At the end of an internal project, you find several key stakeholders including the sponsor reluctant to finally accept all deliverables and then close the project. What should not be your next step in this situation?",4,1..n in source answer key; options stored as ordered positions,Identify any open issues and get them solved. Then be firm on formal closure.,Formally close the project. Stakeholders will find a way by themselves to sort things out.,Identify and openly discuss personal rationales underlying the reluctance.,Invite earnest feedback from all sides and try to identify misunderstandings.,,2,B,no,"PMBOK® Guide 6th Edition, page 121."
oliver_lehmann_180_2021,180 Practice Questions - Smart Learning,https://i-mokymas.com/wp-content/uploads/2022/10/180_pmp_practice_questions_2021_edition-2.pdf,102,"When running a project as a project manager, what should you focus on during the executing processes?",4,1..n in source answer key; options stored as ordered positions,Doing project work,Coordinating people and resources,Ensuring accountability for errors,Avoid third-party influence,,2,B,no,"PMBOK® Guide 6th Edition, page 90."
oliver_lehmann_180_2021,180 Practice Questions - Smart Learning,https://i-mokymas.com/wp-content/uploads/2022/10/180_pmp_practice_questions_2021_edition-2.pdf,103,A review of your project team member's most recent performance reports shows a major drop in output. Which is the best approach to raise team productivity in a project?,4,1..n in source answer key; options stored as ordered positions,Increase the frequency of team review meetings and status reports.,Increase the pressure on each team member to adhere to deadlines.,Post a special reward for the best performing team member.,Improve feelings of trust and cohesiveness among team members.,,4,D,no,"PMBOK® Guide 6th Edition, page 345."
oliver_lehmann_180_2021,180 Practice Questions - Smart Learning,https://i-mokymas.com/wp-content/uploads/2022/10/180_pmp_practice_questions_2021_edition-2.pdf,104,"A project customer and a contractor agreed on regular quality audits during execution by a third party audit team, which is working on an assignment for the customer. What should the contractor have prepared for the audits?",4,1..n in source answer key; options stored as ordered positions,Work results,Measurements and test results,Quality documentation,Contract-related correspondence,,3,C,no,"PMBOK® Guide 6th Edition, pages 294-295."
oliver_lehmann_180_2021,180 Practice Questions - Smart Learning,https://i-mokymas.com/wp-content/uploads/2022/10/180_pmp_practice_questions_2021_edition-2.pdf,105,Your team is complaining that requirements against which it is going to work are not sufficiently clarified. Which are criteria that well-defined requirements should meet? (Chose 3),5,1..n in source answer key; options stored as ordered positions,Clear and concise,Verifiable,Consistent,Linked with milestones,Challenging,"1,2,3","A,B,C",yes,"PMBOK® Guide 7th Edition, page 83."
oliver_lehmann_180_2021,180 Practice Questions - Smart Learning,https://i-mokymas.com/wp-content/uploads/2022/10/180_pmp_practice_questions_2021_edition-2.pdf,106,What should you focus on when managing the stakeholders of your project?,4,1..n in source answer key; options stored as ordered positions,Ensure the order of phases.,Address issues.,Identify the stakeholders.,Ensure stakeholder value.,,2,B,no,"PMBOK® Guide 6th Edition, page 523."
oliver_lehmann_180_2021,180 Practice Questions - Smart Learning,https://i-mokymas.com/wp-content/uploads/2022/10/180_pmp_practice_questions_2021_edition-2.pdf,107,What should not be your thoughts when you are organizing documents as lessons learned?,4,1..n in source answer key; options stored as ordered positions,Devise the lessons learned documentation in a wording which is easy to understand for a reader who is not familiar with the project.,"Lessons learned must detail how certain groups or persons caused failures and delays, especially if they are inside the own organization.",Writing lessons learned should be an exercise enhancing your personal learning experience. Make sure you grasp what you are writing down.,Keep lessons learned documents at a place where they are easy to access and to retrieve for those who may later need the information.,,2,B,no,"PMBOK® Guide 6th Edition, page 104."
oliver_lehmann_180_2021,180 Practice Questions - Smart Learning,https://i-mokymas.com/wp-content/uploads/2022/10/180_pmp_practice_questions_2021_edition-2.pdf,108,You are identifying key stakeholders for your project. Which of the following groups is least likely to be included?,4,1..n in source answer key; options stored as ordered positions,Project manager and project team,Customer and users,Sponsor,Media representatives,,4,D,no,"PMBOK® Guide 6th Edition, pages 550-551."
oliver_lehmann_180_2021,180 Practice Questions - Smart Learning,https://i-mokymas.com/wp-content/uploads/2022/10/180_pmp_practice_questions_2021_edition-2.pdf,109,You are using a phase gate approach for your project. What do you need to consider?,4,1..n in source answer key; options stored as ordered positions,The order of phases must be strictly consecutive without overlapping in order to allow for gate reviews.,"Gates are often called kill points, when they are used to eliminate weak team members.",Phase gates are often used to verify entry criteria of a previous phase and exit criteria of the next one.,Approaching phase gates early is a common signal that project planning has been poor.,,1,A,no,"PMBOK® Guide 7th Edition, page 244."
oliver_lehmann_180_2021,180 Practice Questions - Smart Learning,https://i-mokymas.com/wp-content/uploads/2022/10/180_pmp_practice_questions_2021_edition-2.pdf,110,Post mortem earned value analysis of a project showed the following data: SPI: 0.78 CPI: 1.00 What is this telling you?,4,1..n in source answer key; options stored as ordered positions,The entire work of the project has been finished behind schedule and on budget.,The entire work of the project has been finished ahead of schedule and on budget.,The project has been terminated before completion. At that time it was behind schedule and on budget,The project has been terminated before completion. At that time it was ahead of schedule and on budget.,,3,C,no,"PMBOK® Guide 6th Edition, page 267."
oliver_lehmann_180_2021,180 Practice Questions - Smart Learning,https://i-mokymas.com/wp-content/uploads/2022/10/180_pmp_practice_questions_2021_edition-2.pdf,111,"A project has undergone a major scope change, which increased cost and work levels. What does this mean for earned value data?",4,1..n in source answer key; options stored as ordered positions,The cost baseline will be updated and the new baseline will be the basis for future earned value analysis.,"As baselines should generally not be adjusted, the project is due to exceed its budget from now on.","There are several reasons to change a baseline, but not scope changes. The project will exceed its budget.","Earned value analysis becomes useless after a scope change, the technique should not be used any more.",,1,A,no,"PMBOK® Guide 6th Edition, page 112."
oliver_lehmann_180_2021,180 Practice Questions - Smart Learning,https://i-mokymas.com/wp-content/uploads/2022/10/180_pmp_practice_questions_2021_edition-2.pdf,112,Which statement describes best the meaning of servant-leadership?,4,1..n in source answer key; options stored as ordered positions,Ensuring predictability in an uncertain environment,Sustaining an ongoing business over a long period of time,Adhering to publicized standards and procedures,Empowering the team to develop a vision and make decisions,,4,D,no,"PMBOK® Guide 6th Edition, pages 60-62."
oliver_lehmann_180_2021,180 Practice Questions - Smart Learning,https://i-mokymas.com/wp-content/uploads/2022/10/180_pmp_practice_questions_2021_edition-2.pdf,113,"As a project manager, you must demonstrate transparency regarding…",4,1..n in source answer key; options stored as ordered positions,…confidential information.,…proprietary information.,…distribution of unproven information and gossip.,…your decision-making processes.,,4,D,no,"PMI Code of Ethics and Professional Conduct, page 4 ( https://www.pmi.org/about/ethics/code)."
oliver_lehmann_180_2021,180 Practice Questions - Smart Learning,https://i-mokymas.com/wp-content/uploads/2022/10/180_pmp_practice_questions_2021_edition-2.pdf,114,Who should always issue the project charter?,4,1..n in source answer key; options stored as ordered positions,A person internal to the project organization,A project initiator or sponsor,A low-level manager of the performing organization,A high-level manager of the performing organization,,2,B,no,"PMBOK® Guide 6th Edition, page 77."
oliver_lehmann_180_2021,180 Practice Questions - Smart Learning,https://i-mokymas.com/wp-content/uploads/2022/10/180_pmp_practice_questions_2021_edition-2.pdf,115,You are planning quality management for your project. How can a process flowchart help you?,4,1..n in source answer key; options stored as ordered positions,It may help identify outliers.,It may help understand the COQ in a process.,It may help spot accountable staff.,It may help react later.,,2,B,no,"PMBOK® Guide 6th Edition, page 323."
oliver_lehmann_180_2021,180 Practice Questions - Smart Learning,https://i-mokymas.com/wp-content/uploads/2022/10/180_pmp_practice_questions_2021_edition-2.pdf,116,A difference between a statement of work and a scope statement is:,4,1..n in source answer key; options stored as ordered positions,The statement of work is prepared by the customer while the scope statement is developed by the project management team.,"The statement of work focuses on physical or technical matters, while the project scope statement focuses on a functional view.",The project scope statement is in most projects developed before the statement of work is written.,A project scope statement can become a contract document; a statement of work cannot.,,1,A,no,"PMBOK® Guide 6th Edition, pages 154, 477."
oliver_lehmann_180_2021,180 Practice Questions - Smart Learning,https://i-mokymas.com/wp-content/uploads/2022/10/180_pmp_practice_questions_2021_edition-2.pdf,117,You are the manager of a project for a company that is known to make heavy use of extrinsic motivators in order to boost morale and team performance. What does that mean? The motivators used…,4,1..n in source answer key; options stored as ordered positions,…are tailored to the needs of individual team members.,"…are incentives such as rewards, gifts, or money.",…are derived from within individual team members.,…include the improvement of hygiene factors of the work environment.,,2,B,no,"Project Management JumpStart by Kim Heldman, page 222."
oliver_lehmann_180_2021,180 Practice Questions - Smart Learning,https://i-mokymas.com/wp-content/uploads/2022/10/180_pmp_practice_questions_2021_edition-2.pdf,118,When should a time and material contract with a contractor been chosen instead of a fixed price contract?,4,1..n in source answer key; options stored as ordered positions,When cost risks for the customer should be limited but not schedule risks.,When project scope includes the progressive elaboration of the scope of deliverables.,When subcontractors are being used and the customer will reimburse their invoices.,When only a limited amount of money can be made available to fund the project.,,2,B,no,"Program Management: A Comprehensive Overview of the Discipline by Mitchell L. Springer, page 34."
oliver_lehmann_180_2021,180 Practice Questions - Smart Learning,https://i-mokymas.com/wp-content/uploads/2022/10/180_pmp_practice_questions_2021_edition-2.pdf,119,"You are the manager of a major project to develop a system of barriers to prevent a seaside city from flooding. Together with your team you created a code of conduct stating that the change control board must be immediately notified of gifts when the value exceeds $90. The same applies to invitations when the value exceeds $150. Today, a contractor executive sent you an invitation for a night at an opera with a value of $95. It is a one-time event and you tried to obtain tickets by yourself without success. The person told you that he would so much wish to join you, but he will not be available on that day, and he could get hold of only one ticket anyway. What do you have to do?",4,1..n in source answer key; options stored as ordered positions,"You are allowed to accept invitations with a value of up to $150, so there should be no problem.","One may regard the ticket as a gift, but it is just at the limit: You do not have to notify the CCB.",The ticket is a gift and over of the limit. You have to notify the CCB who will make the decision.,You are the project manager. The rules are in place to strengthen your position. They do not apply to you.,,3,C,no,"PMI Code of Ethics and Professional Conduct, page 5, 5.3.1 and 5.3.2, https://www.pmi.org/about/ethics/code."
oliver_lehmann_180_2021,180 Practice Questions - Smart Learning,https://i-mokymas.com/wp-content/uploads/2022/10/180_pmp_practice_questions_2021_edition-2.pdf,120,You found that colocating team members from different cultures in one place is not possible in your project. What should you focus on to ensure that the dispersed team works well? (select 2),5,1..n in source answer key; options stored as ordered positions,Connect people through technology,Reduce burden from travelling,Allow team members more time to connect virtually,Ensure identical working hours independent of time zones,Reduce number of breaks during work hours,"1,3","A,C",yes,"PMBOK® Guide 7th Edition, page 64."
oliver_lehmann_180_2021,180 Practice Questions - Smart Learning,https://i-mokymas.com/wp-content/uploads/2022/10/180_pmp_practice_questions_2021_edition-2.pdf,121,"You are running a project to develop the production process for a future electronic component. Evaluating some first test batches, you found out that the precision is generally quite good, but that you have some irregular outliers in an increasing frequency. You believe that motivators in use for workers making the batches are losing their effectiveness and complacency creeps in. According to D. Pink. which motivators are least likely to lose effectiveness?",4,1..n in source answer key; options stored as ordered positions,Extrinsic motivators,Intrinsic motivators,Hygiene factors,Salary,,2,B,no,"PMBOK® Guide 6th Edition, page 159."
oliver_lehmann_180_2021,180 Practice Questions - Smart Learning,https://i-mokymas.com/wp-content/uploads/2022/10/180_pmp_practice_questions_2021_edition-2.pdf,122,"As a leader, how should you deem ethical conduct?",4,1..n in source answer key; options stored as ordered positions,You should ensure ethical conduct throughout the team by use of means including recognition and awards and in tight cooperation with the team members' line managers.,Ethical conduct is all right as long as it does not impact the achievement of objectives and does not damage the performing organization's immediate options for profits.,"You are the role model for the team. Your personal integrity demonstrates the desired skills, behavior, and attitudes whose adoption may benefit team members.","There are often dilemma situations in business. Then you may have to suspend your integrity and do what is appropriate. There may be long term negative effects, but these are not your responsibility",,3,C,no,"Agile Practice Guide, pages 33-37."
oliver_lehmann_180_2021,180 Practice Questions - Smart Learning,https://i-mokymas.com/wp-content/uploads/2022/10/180_pmp_practice_questions_2021_edition-2.pdf,123,You have recently been named as the manager of a new project under contract. The sponsor of the project gave you the contract signed by the customer and a statement of work. He asked you to go on with initiation. Which document should you develop next?,4,1..n in source answer key; options stored as ordered positions,Project management plan,Milestone schedule,Project charter,Scope statement,,3,C,no,"PMBOK® Guide 6th Edition, page 75."
oliver_lehmann_180_2021,180 Practice Questions - Smart Learning,https://i-mokymas.com/wp-content/uploads/2022/10/180_pmp_practice_questions_2021_edition-2.pdf,124,When is passive risk acceptance an appropriate approach?,4,1..n in source answer key; options stored as ordered positions,When the likeliness of risk occurrence is very low.,When the risk occurrence is hard to identify.,When it is best to deal with a risk as it occurs.,When the risk cannot be assessed or analyzed.,,3,C,no,"PMBOK® Guide 6th Edition, page 443."
oliver_lehmann_180_2021,180 Practice Questions - Smart Learning,https://i-mokymas.com/wp-content/uploads/2022/10/180_pmp_practice_questions_2021_edition-2.pdf,125,You are running a project to engineer and implement a set of business processes and a software solution for customer relationship management. The project involves a big number of performing organizations―a major corporation and many suppliers of different sizes. During the project you observed a restraining effect of differences between the companies' corporate cultures. This leads to different expectations on how such a project should be handled and to frequent misunderstandings between stakeholders. Another effect is a growing degree of distrust and skepticism. What should you try first to integrate the diverse stakeholder groups?,4,1..n in source answer key; options stored as ordered positions,Focus on project work. As a project manager you should not get distracted by big egos.,Let the problems grow further until they are obvious for all. Then escalate them.,Develop a joint quality policy for the project and seek commitment by all organizations.,Analyze probability and impact of the risks linked with the situation and plan how to respond to them.,,3,C,no,Project Business Management by Oliver F. Lehmann.
oliver_lehmann_180_2021,180 Practice Questions - Smart Learning,https://i-mokymas.com/wp-content/uploads/2022/10/180_pmp_practice_questions_2021_edition-2.pdf,126,During execution of your project you have observed that a team member is getting isolated by other team members. Which is a wrong approach in such a situation?,4,1..n in source answer key; options stored as ordered positions,The interpersonal relationships between team members are their private issue. You should not interfere.,You should apply team building measures to improve the team's effectiveness.,You should try to get feedback from the isolated team member to understand the situation.,You should try to get feedback from the other team members to understand the situation.,,1,A,no,"Project Management, A Systems Approach to Planning, Scheduling and Controlling by Harold Kerzner, 12th edition, page 154."
oliver_lehmann_180_2021,180 Practice Questions - Smart Learning,https://i-mokymas.com/wp-content/uploads/2022/10/180_pmp_practice_questions_2021_edition-2.pdf,127,"In an organization, project managers report directly to the head of a project management office (PMO). In this case, which statement is probably not true?",4,1..n in source answer key; options stored as ordered positions,The head of the project management office can strengthen the matrix as a manager of project managers.,The project management office will actually be responsible for direct management of the projects.,Projects will be run by the functional organization and project managers expedite change control.,It will be easier for the PMO to ensure that the organizational process assets provided are used.,,3,C,no,"PMBOK® Guide 6th Edition, page 186."
oliver_lehmann_180_2021,180 Practice Questions - Smart Learning,https://i-mokymas.com/wp-content/uploads/2022/10/180_pmp_practice_questions_2021_edition-2.pdf,128,"During a project, you applied a series of measurements relating to team performance and product performance. You were warned that the act of measurement may influence the outcomes. What is this measurement pitfall referred to?",4,1..n in source answer key; options stored as ordered positions,Hawthorne effect,Confirmation bias,Correlation vs. causation,Root cause analysis,,1,A,no,"PMBOK® Guide 7th Edition, page 112."
oliver_lehmann_180_2021,180 Practice Questions - Smart Learning,https://i-mokymas.com/wp-content/uploads/2022/10/180_pmp_practice_questions_2021_edition-2.pdf,129,The use of scarce resources must be decided upon with functional managers before it causes delays in your project. Which is probably your most important skill right now?,4,1..n in source answer key; options stored as ordered positions,Planning,Negotiating,Facilitating,Documenting,,2,B,no,"PMBOK® Guide 6th Edition, page 61."
oliver_lehmann_180_2021,180 Practice Questions - Smart Learning,https://i-mokymas.com/wp-content/uploads/2022/10/180_pmp_practice_questions_2021_edition-2.pdf,130,Which question is not appropriate for a weighting system to evaluate seller's performance according to weighted criteria?,4,1..n in source answer key; options stored as ordered positions,What is the yearly investment in development of personnel per year and employee?,How many reference customers have been verified by the seller in the specific field?,What financial status and reputation in the market place could be assessed?,Has a CV of the prospective project manager been sent with the proposal?,,4,D,no,"Software Project Management For Dummies by Teresa Luckey, Joseph Phillips, page 252."
oliver_lehmann_180_2021,180 Practice Questions - Smart Learning,https://i-mokymas.com/wp-content/uploads/2022/10/180_pmp_practice_questions_2021_edition-2.pdf,131,Which is not an example of a correctly handled contract closure procedure?,4,1..n in source answer key; options stored as ordered positions,Early termination of a contract because of a repudiatory breach,Settling and finally closing the contract agreement,Product verification by stakeholders and administrative closure,Early termination of a contract because of an immaterial breach,,4,D,no,"Project Manager Street Smarts: A Real World Guide to PMP Skills, by Linda Kretz Zaval and Terri A. Wagner, page 669."
oliver_lehmann_180_2021,180 Practice Questions - Smart Learning,https://i-mokymas.com/wp-content/uploads/2022/10/180_pmp_practice_questions_2021_edition-2.pdf,132,You gathered a lot of knowledge on project management in your business life. What is an appropriate use for that?,4,1..n in source answer key; options stored as ordered positions,"Share your knowledge with the professional community in form of books, articles, lectures, seminars etc.","It is your knowledge, and it has a high market value. You may consider it your intellectual property, which you keep secret.",There are better project managers somewhere in this world. They should help developing the professional community.,Your job is managing projects for your customers. You should not worry about other project managers.,,1,A,no,"PMP Handbook, pages 27-29, chapter: Professional Development Units (PDUs), categories 2-5 ( pmi.org/Certification/~/media/PDF/Certifications/pdc_pmphandbook.ashx)."
oliver_lehmann_180_2021,180 Practice Questions - Smart Learning,https://i-mokymas.com/wp-content/uploads/2022/10/180_pmp_practice_questions_2021_edition-2.pdf,133,Respect is…,4,1..n in source answer key; options stored as ordered positions,"…a duty to show a high regard for oneself, others, and the resources entrusted.","…a limitation to trust, confidence and performance excellence through cooperation.",…accepting a level of information which may lead to disrespectful behavior.,…limited to respecting the physical and intellectual property rights of others.,,1,A,no,"PMI Code of Ethics and Professional Conduct, page 3 (https://www.pmi.org/about/ethics/code)."
oliver_lehmann_180_2021,180 Practice Questions - Smart Learning,https://i-mokymas.com/wp-content/uploads/2022/10/180_pmp_practice_questions_2021_edition-2.pdf,134,"During a post-mortem meeting, discussion arises about who has to take responsibility for some major failures. It has become obvious that the attendees of the meeting will not come to a jointly accepted conclusion. What is not an appropriate strategy for such a situation?",4,1..n in source answer key; options stored as ordered positions,Separate the people from the problem,"Focus on interests, not positions",Insist on objective criteria and standards,Suspend the discussion and schedule another meeting,,4,D,no,"The Human Aspects of Project Management: Human Resources Skills for the Project Manager by Vijay K. Verma, Volume Two, page 152."
oliver_lehmann_180_2021,180 Practice Questions - Smart Learning,https://i-mokymas.com/wp-content/uploads/2022/10/180_pmp_practice_questions_2021_edition-2.pdf,135,Understanding cultural key similarities and differences is especially important for…,4,1..n in source answer key; options stored as ordered positions,"…globally dispersed, cross-cultural and virtual teams.","…culturally homogeneous, co-located teams.",…project sub-teams and work cells.,…teams under high budget and schedule pressure.,,1,A,no,"Mastering Virtual Teams: Strategies, Tools, and Techniques That Succeed by Deborah L. Duarte and Nancy Tennant Snyder, Second Edition, page 68."
oliver_lehmann_180_2021,180 Practice Questions - Smart Learning,https://i-mokymas.com/wp-content/uploads/2022/10/180_pmp_practice_questions_2021_edition-2.pdf,136,"Your project team is on its way to finish work on the project, while you have the impression that a staff member is already negotiating the next assignment in another project. You are afraid that the person may come under pressure to start working on the other job before she has finished her work for your project. Her task is very complex, and it would be hard for someone else to take up the partial results and finish them. What action is most likely to resolve the situation?",4,1..n in source answer key; options stored as ordered positions,Have a private meeting with the person and discuss your observations. Make the person aware of the contract and of the legal consequences of unfinished work.,Have a meeting with the entire team and discuss the person's expected early leave. Use team dynamics to buy in the commitment from the person to finish work orderly.,Use your network of project managers to find another assignment for the person which allows for smooth transition and does not conflict with your needs.,Ignore your observations and let the team member do her job. It is quite uncommon that staff drops work for a project before it is completely finished.,,3,C,no,"PMBOK® Guide 6th Edition, page 350."
oliver_lehmann_180_2021,180 Practice Questions - Smart Learning,https://i-mokymas.com/wp-content/uploads/2022/10/180_pmp_practice_questions_2021_edition-2.pdf,137,"When control charts are used, outliers are…",4,1..n in source answer key; options stored as ordered positions,…singular measurements outside the bandwidth between an upper and lower control limit.,…a typical result of a rare random cause which is difficult to replicate and to verify.,"…insignificant results, often measurement errors, the causes of which should not be further investigated.",…measurements inconsistent with a run of 7 results over or under a mean value.,,1,A,no,"Managing Project Quality by Timothy J. Kloppenborg and Joseph A. Petrick, page 70."
oliver_lehmann_180_2021,180 Practice Questions - Smart Learning,https://i-mokymas.com/wp-content/uploads/2022/10/180_pmp_practice_questions_2021_edition-2.pdf,138,"You are running a project which was budgeted based on some rough order of magnitude (ROM) estimates with a precision of -50% /+100%. Meanwhile, with new estimates made on detail level and some work already finished, you found out that these estimates were consistently too low and the budget will not be sufficient to successfully run and finish the project. What should you do?",4,1..n in source answer key; options stored as ordered positions,"You shouldn't worry too much, It is quite normal that early estimates are too optimistic, later estimates are too pessimistic and the project costs will finally settle somewhere in between. So relax!",Bring the issue to your sponsor and discuss how this should be handled. Together with the sponsor adhere to the guidelines which describe how budgets will be reviewed and refined.,"Try to reduce scope or quality in areas where it cannot create difficulties for you and the team. Finally, it is not your responsibility that an insufficient budget has been created for the project.",Find a contractor who can run the project for you. Set the budget as a price limit during the bidding process and accept only firm fixed price (FFP) offers which do not exceed this price.,,2,B,no,"PMBOK® Guide 6th Edition, page 241."
oliver_lehmann_180_2021,180 Practice Questions - Smart Learning,https://i-mokymas.com/wp-content/uploads/2022/10/180_pmp_practice_questions_2021_edition-2.pdf,139,Which is typically not specified in a document referred to as activity attributes?,4,1..n in source answer key; options stored as ordered positions,The person executing the work in a schedule activity,"Schedule activity identifiers, codes and descriptions",Schedule activity predecessors and successors,The cost baseline assigned to the schedule activity,,4,D,no,"PMBOK® Guide 6th Edition, page 186."
oliver_lehmann_180_2021,180 Practice Questions - Smart Learning,https://i-mokymas.com/wp-content/uploads/2022/10/180_pmp_practice_questions_2021_edition-2.pdf,140,"In a country with high level of violence in public, a local police officer requires a private money transfer to ensure the safety of your team. How do you react?",4,1..n in source answer key; options stored as ordered positions,You regard this as bribery or at least as palm greasing and do not pay.,You do not pay but follow the chain of command and solicit a decision.,You regard it as a facilitation payment and pay the person.,You regard the situation as a gray area and pay through an agent.,,2,B,no,"Mastering Virtual Teams: Strategies, Tools, and Techniques That Succeed by Deborah L. Duarte and Nancy Tennant Snyder, Second Edition, page 70."
oliver_lehmann_180_2021,180 Practice Questions - Smart Learning,https://i-mokymas.com/wp-content/uploads/2022/10/180_pmp_practice_questions_2021_edition-2.pdf,141,Which is not a type of project review meeting?,4,1..n in source answer key; options stored as ordered positions,Team review meetings,Project status meetings,Executive management review meetings,Customer review meetings,,2,B,no,"Project Management, A Systems Approach to Planning, Scheduling and Controlling by Harold Kerzner, 12th edition, page 212."
oliver_lehmann_180_2021,180 Practice Questions - Smart Learning,https://i-mokymas.com/wp-content/uploads/2022/10/180_pmp_practice_questions_2021_edition-2.pdf,142,You are performing integrated change control. Which of the following will not be part of what you do?,4,1..n in source answer key; options stored as ordered positions,Reviewing and approving change requests,Maintaining the integrity of baselines,Performing milestone trend analysis (MTA),Documenting the allover impact of requested changes,,3,C,no,"PMBOK® Guide 6th Edition, pages 113, 176."
oliver_lehmann_180_2021,180 Practice Questions - Smart Learning,https://i-mokymas.com/wp-content/uploads/2022/10/180_pmp_practice_questions_2021_edition-2.pdf,143,You are project manager for a strategic project with a multi-million dollars value assigned by a company that is listed at a US stock exchange. Recent Earned Value Analysis after app. 25% completion told you that your project has a CPI of 0.76. What should you do right now?,4,1..n in source answer key; options stored as ordered positions,The variance is a signal of a sound project which is well under budget. There is no need for action.,A project that much under budget may be a problem for negotiating future budgets. Try to spend money somewhere else.,"You should immediately inform your management, which should then assess whether this CPI constitutes a material financial issue.",It is still early in the project and data are yet inaccurate. Wait a while and allow numbers from the project to stabilize.,,3,C,no,"Earned Value Project Management by Quentin W. Fleming and Joel M. Koppelman, Fourth Edition, page 152."
oliver_lehmann_180_2021,180 Practice Questions - Smart Learning,https://i-mokymas.com/wp-content/uploads/2022/10/180_pmp_practice_questions_2021_edition-2.pdf,144,A management point in a work breakdown structure (WBS) used to consolidate and process work package data and forward the results to the project manager is called,4,1..n in source answer key; options stored as ordered positions,Control account,Chart of accounts,Control limit,Account limit,,1,A,no,"PMBOK® Guide 6th Edition, page 160."
oliver_lehmann_180_2021,180 Practice Questions - Smart Learning,https://i-mokymas.com/wp-content/uploads/2022/10/180_pmp_practice_questions_2021_edition-2.pdf,145,"You are the project manager supervising several Scrum teams that work concurrently in your project. While you are planning the work items for your team members for the next three-months sprint, which criticism is should you expect your team to come up with?",5,1..n in source answer key; options stored as ordered positions,Team members cannot begin to work on a specific activity without a permission written by the project manager.,"Terms such as ""supervising"" and ""assigning"" are inappropriate for the application of Scrum, where the team is self-managing.",A Sprint duration should be limited to 1 month or less to avoid that the Sprint goal becomes invalid.,The project sponsor should first allocate team members to the project before the project manager can assign them to tasks.,A Scrum project cannot consist of several teams working concurrently.,"2,3","B,C",yes,Scrum Guide.
oliver_lehmann_180_2021,180 Practice Questions - Smart Learning,https://i-mokymas.com/wp-content/uploads/2022/10/180_pmp_practice_questions_2021_edition-2.pdf,146,"When you perform quality assurance in your project, which technique could you typically use?",4,1..n in source answer key; options stored as ordered positions,Code review,Quality audit,Inspection,Scope verification,,2,B,no,"PMBOK® Guide 6th Edition, pages 247, 549."
oliver_lehmann_180_2021,180 Practice Questions - Smart Learning,https://i-mokymas.com/wp-content/uploads/2022/10/180_pmp_practice_questions_2021_edition-2.pdf,147,The _______ can be used to assess outlays and funding requirements.,4,1..n in source answer key; options stored as ordered positions,Cost assignment matrix,Cost baseline,Cost variance analysis,Control account plan,,2,B,no,"PMBOK® Guide 6th Edition, page 254."
oliver_lehmann_180_2021,180 Practice Questions - Smart Learning,https://i-mokymas.com/wp-content/uploads/2022/10/180_pmp_practice_questions_2021_edition-2.pdf,148,Which technique has been applied to develop the following diagram?,4,1..n in source answer key; options stored as ordered positions,Decision tree,P/I matrix,Strategic scoring,"Risk breakdown structure Make or buy? 1  Use existing staff 1.1  Optimistic costs 0% -$123,000.00 17% -$123,000.00 1.2  Most likely costs 0% -$158,000.00 66% -$158,000.00 1.3  Pessimistic costs 0% -$259,000.00 17% -$259,000.00 -$169,220.00 FALSE $0.00 2  Hire new staff 2.1  Optimistic costs 50% -$85,000.00 50% -$35,000.00 2.2  Pessimistic costs 50% -$214,000.00 50% -$164,000.00 -$99,500.00 TRUE -$50,000.00 3  Use contractor staff 3.1  Optimistic costs 0% -$140,000.00 33% -$120,000.00 3.2  Pessimistic costs 0% -$270,000.00 67% -$250,000.00 -$207,100.00 FALSE -$20,000.00 Implementation costs -$149,500.00",,1,A,no,"PMBOK® Guide 6th Edition, page 435. N.B.: Diagram created with Insight Tree by Visionary Tools"
