Peso_inicial_kg,Raça,Sexo,Idade_inicial_meses,Dieta,Clima,Temperatura_media_C,Indice_pluviometrico_mm,Peso_final_kg,Momento_ideal_abate_dias,Ganho_peso_diario_kg,Idade_inicial_anos,Classificacao,RFID
312.6,Brahman,Fêmea,12,Alta energia,Cerrado,31.1,73.9,590.3,159,1.75,1.0,Garrote,P2RLZ7FTZOPMJRQ
313.2,Brahman,Macho,23,Baixa energia,Sul,28.2,57.7,535.7,161,1.38,1.9,Novilha,CLTTE5PSJWBAFGP
215.5,Senepol,Fêmea,22,Baixa energia,Sul,33.3,127.8,427.9,114,1.86,1.8,Novilha,D0TCSAMJ5CQJJSJ
335.4,Nelore,Fêmea,28,Baixa energia,Sul,28.3,278.7,632.1,133,2.23,2.3,Vaca,9J6WB0OE3H58N80
275.8,Senepol,Fêmea,15,Média energia,Sul,28.0,216.0,455.9,149,1.21,1.2,Novilha,XW0NB1GDW0UDI3F
324.0,Hereford,Fêmea,26,Média energia,Sul,22.9,131.5,506.3,136,1.34,2.2,Vaca,8YF1VPS5HOIZ370
248.0,Angus,Fêmea,20,Alta energia,Sul,22.5,160.0,441.8,129,1.5,1.7,Novilha,8V7G04UWVLIIS4P
334.3,Hereford,Macho,23,Baixa energia,Cerrado,33.7,34.4,510.2,96,1.83,1.9,Novilha,1W5XXPQHYAA2IX0
258.4,Brahman,Macho,16,Alta energia,Sul,24.9,295.5,465.3,135,1.53,1.3,Novilha,S2YCIWJ88G3DGAA
201.6,Senepol,Fêmea,21,Baixa energia,Sul,25.6,203.3,488.2,112,2.56,1.8,Novilha,ECSL0ZKBW1SVBLJ
335.8,Senepol,Macho,28,Baixa energia,Nordeste,31.4,92.8,578.1,172,1.41,2.3,Touro,0NJCTKICUVMENSM
213.7,Senepol,Macho,16,Baixa energia,Cerrado,25.1,179.9,425.5,135,1.57,1.3,Novilha,AFE4OQEHKNVWUOV
247.9,Hereford,Fêmea,27,Média energia,Cerrado,34.3,41.7,538.1,175,1.66,2.2,Vaca,20BDT7LSKP0NHWD
342.5,Brahman,Macho,18,Média energia,Cerrado,31.1,290.1,499.8,102,1.54,1.5,Novilha,KZSR08W3O8YTY5F
342.6,Angus,Fêmea,20,Baixa energia,Cerrado,29.0,60.7,524.1,110,1.65,1.7,Novilha,M9U39PFPY3GKI4M
286.0,Angus,Fêmea,14,Alta energia,Sul,33.2,197.9,520.9,90,2.61,1.2,Novilha,K1SAIV477BPCDXP
294.8,Hereford,Macho,26,Baixa energia,Sul,20.7,81.2,537.1,108,2.24,2.2,Touro,4G1CUBGN00EB3OB
267.3,Senepol,Fêmea,27,Baixa energia,Nordeste,23.9,218.1,423.2,149,1.05,2.2,Vaca,F5DI83E7W1OHEPL
244.0,Nelore,Fêmea,29,Alta energia,Nordeste,27.0,235.3,454.5,122,1.73,2.4,Vaca,RVTKAFMVMIAF7Z3
249.3,Hereford,Fêmea,25,Baixa energia,Cerrado,23.4,205.3,496.7,93,2.66,2.1,Vaca,RUCKYDERA6CRA9F
300.9,Hereford,Fêmea,14,Alta energia,Nordeste,31.2,188.2,555.6,92,2.77,1.2,Novilha,GI52IUT4MPYS00Z
312.9,Brahman,Fêmea,23,Média energia,Nordeste,33.8,268.8,558.6,141,1.74,1.9,Novilha,57XAP7U30EZE3U7
318.7,Angus,Macho,20,Média energia,Cerrado,26.4,32.8,516.8,117,1.69,1.7,Novilha,BDANWF54G38KIQ4
318.4,Hereford,Macho,18,Alta energia,Cerrado,25.1,106.0,482.4,159,1.03,1.5,Novilha,R51GL01EORSG9UE
213.7,Hereford,Fêmea,20,Média energia,Nordeste,34.4,82.0,427.8,159,1.35,1.7,Novilha,CV9I815WUY5HCXG
274.2,Senepol,Fêmea,24,Média energia,Sul,26.7,296.5,443.5,144,1.18,2.0,Novilha,2Q0D52XOZYUXKC9
208.6,Senepol,Macho,29,Alta energia,Nordeste,27.3,122.9,500.7,146,2.0,2.4,Touro,PHV7HQFA9J2C61C
282.4,Nelore,Fêmea,16,Média energia,Nordeste,25.3,222.5,503.7,176,1.26,1.3,Novilha,10Z2TRMNRX37K2R
266.2,Brahman,Macho,24,Baixa energia,Sul,33.6,208.6,463.8,105,1.88,2.0,Novilha,X0NGVYMHHGVKPMD
333.2,Nelore,Fêmea,15,Baixa energia,Sul,28.5,71.5,598.1,113,2.34,1.2,Novilha,IF4SMCZ2PJ6IWQL
252.6,Senepol,Fêmea,13,Alta energia,Cerrado,31.4,79.3,477.3,158,1.42,1.1,Novilha,ONEQYCUMI07YSGX
217.6,Angus,Fêmea,27,Média energia,Cerrado,32.2,91.6,414.1,130,1.51,2.2,Vaca,6D2PGQT5DPBZAPL
221.4,Senepol,Fêmea,20,Baixa energia,Nordeste,25.1,129.2,493.2,166,1.64,1.7,Novilha,IIFGAJI1JIN38YC
314.2,Brahman,Fêmea,20,Baixa energia,Sul,26.5,78.0,594.3,136,2.06,1.7,Novilha,8LXWAUGIZT2CCZL
292.7,Senepol,Fêmea,17,Média energia,Cerrado,32.7,15.7,543.7,165,1.52,1.4,Novilha,FJVI4VZ7YHO1YUZ
215.2,Brahman,Fêmea,22,Média energia,Nordeste,25.4,265.0,372.2,158,0.99,1.8,Novilha,8BQS36DXDFF5PP5
212.6,Brahman,Macho,12,Baixa energia,Sul,31.9,290.0,447.5,120,1.96,1.0,Garrote,XSFX2CFQ1HGVDTB
305.1,Brahman,Macho,15,Baixa energia,Nordeste,34.1,109.1,569.6,119,2.22,1.2,Novilha,E67R3OIIX9I4FK1
210.9,Brahman,Macho,24,Alta energia,Cerrado,29.3,108.2,381.4,107,1.59,2.0,Novilha,UUGQIB4F0IL8U08
323.3,Brahman,Fêmea,24,Alta energia,Cerrado,31.1,12.1,507.6,133,1.39,2.0,Novilha,JU1EGVH4RILHR15
305.9,Angus,Fêmea,24,Baixa energia,Sul,32.1,207.3,588.3,116,2.43,2.0,Novilha,BECZORF57ZQDT88
212.2,Nelore,Fêmea,13,Alta energia,Nordeste,32.7,249.4,365.2,115,1.33,1.1,Novilha,B9GSRN61NOLPEHP
212.7,Hereford,Fêmea,20,Baixa energia,Sul,25.9,52.5,475.6,149,1.76,1.7,Novilha,RXVJ2P2CKIQ4030
348.0,Nelore,Fêmea,19,Baixa energia,Cerrado,20.8,56.3,569.1,107,2.07,1.6,Novilha,OHZP6IYPUY0Z3SM
256.1,Brahman,Fêmea,18,Alta energia,Cerrado,26.0,239.1,473.1,178,1.22,1.5,Novilha,AZXOCBVFWIJXRJA
255.6,Angus,Fêmea,15,Alta energia,Nordeste,30.1,188.7,406.7,145,1.04,1.2,Novilha,B0VB2ANJ3IUMURF
321.9,Senepol,Macho,29,Média energia,Nordeste,26.8,23.0,594.8,120,2.27,2.4,Touro,IJASHBOQJEF2VRQ
342.1,Angus,Fêmea,14,Média energia,Nordeste,31.2,190.5,546.1,148,1.38,1.2,Novilha,I89Z5VLP118HIX9
347.9,Brahman,Macho,17,Média energia,Sul,25.4,99.6,579.0,91,2.54,1.4,Novilha,ZZTD1BIBC9C3LZA
313.0,Angus,Macho,23,Baixa energia,Nordeste,29.5,116.9,564.6,128,1.97,1.9,Novilha,YGLCMJ6820CSFAO
256.4,Angus,Fêmea,23,Alta energia,Nordeste,22.8,233.2,511.8,150,1.7,1.9,Novilha,OJCCWQYZNV45H7D
212.5,Brahman,Fêmea,19,Baixa energia,Cerrado,31.2,245.2,505.9,152,1.93,1.6,Novilha,QJBY1UUHUND8F5Q
316.6,Angus,Macho,12,Alta energia,Cerrado,28.2,126.1,546.3,107,2.15,1.0,Garrote,980ICP471LPQ50T
283.8,Hereford,Macho,15,Baixa energia,Nordeste,23.1,284.7,493.8,106,1.98,1.2,Novilha,B0T444KKX0OCXIC
263.6,Hereford,Fêmea,22,Média energia,Nordeste,24.4,127.9,556.7,128,2.29,1.8,Novilha,W9A56TAFQHDIBW4
336.0,Angus,Fêmea,14,Média energia,Cerrado,31.2,233.8,582.3,160,1.54,1.2,Novilha,8VJVP34I6D7BYTX
216.7,Senepol,Macho,24,Média energia,Nordeste,27.2,150.3,411.4,143,1.36,2.0,Novilha,7929Q8CN8EWADJJ
273.9,Brahman,Fêmea,28,Baixa energia,Sul,23.2,270.3,442.9,165,1.02,2.3,Vaca,DCZ2QV1P6T6GS0T
201.7,Hereford,Fêmea,21,Alta energia,Sul,34.5,273.3,478.1,124,2.23,1.8,Novilha,78FAUQH7RXP8XOL
270.3,Senepol,Fêmea,23,Alta energia,Sul,30.7,35.4,474.6,100,2.04,1.9,Novilha,6NUO5IZWF5BVUZ3
208.4,Angus,Macho,26,Média energia,Nordeste,34.4,281.6,457.5,150,1.66,2.2,Touro,NQP1APXMRYTA7RC
217.8,Senepol,Macho,21,Média energia,Cerrado,26.4,249.4,438.4,133,1.66,1.8,Novilha,E8ZS4R0WAOJI87M
217.6,Nelore,Macho,25,Média energia,Nordeste,27.1,239.5,397.4,157,1.15,2.1,Touro,9DQDPCWG2RBRIIT
297.4,Hereford,Fêmea,24,Média energia,Nordeste,33.5,68.3,537.7,114,2.11,2.0,Novilha,YXLBFPYS2V6X074
311.9,Angus,Fêmea,16,Alta energia,Cerrado,27.9,243.5,471.0,137,1.16,1.3,Novilha,TLO8S0FUO4MO14P
287.5,Brahman,Macho,17,Baixa energia,Cerrado,30.6,256.5,499.5,121,1.75,1.4,Novilha,T3PPGXRDO0PQKIK
344.3,Angus,Macho,13,Baixa energia,Cerrado,23.8,93.9,576.3,173,1.34,1.1,Novilha,RZ3JOGV598ZF7V5
256.2,Brahman,Macho,28,Baixa energia,Sul,26.7,286.2,471.6,93,2.32,2.3,Touro,4FABS6ZST2QA3EJ
242.9,Angus,Fêmea,15,Baixa energia,Nordeste,21.9,24.5,505.2,127,2.07,1.2,Novilha,D5FXFC21LTEJWJA
330.3,Senepol,Macho,25,Média energia,Cerrado,23.1,53.5,604.5,152,1.8,2.1,Touro,LE0N34P4T9PZ9WK
233.5,Senepol,Macho,21,Média energia,Nordeste,20.0,165.9,499.2,136,1.95,1.8,Novilha,WIVSLG35J6WN1ZJ
344.5,Senepol,Fêmea,14,Média energia,Sul,20.6,177.0,500.3,90,1.73,1.2,Novilha,XYS8POA73RRS1FT
201.8,Nelore,Fêmea,14,Baixa energia,Sul,34.7,197.1,380.9,92,1.95,1.2,Novilha,1QCTX5LA25EMK9W
345.5,Brahman,Fêmea,26,Média energia,Cerrado,23.6,14.9,576.0,175,1.32,2.2,Vaca,HZO6AUNXQPC0PCS
206.5,Senepol,Macho,17,Média energia,Cerrado,29.9,288.5,496.7,151,1.92,1.4,Novilha,5FUZ6E76929FKST
333.7,Nelore,Fêmea,28,Alta energia,Nordeste,32.6,22.9,608.9,153,1.8,2.3,Vaca,XCRS8FGWXYTR5X1
279.2,Brahman,Fêmea,23,Alta energia,Cerrado,28.3,51.5,555.6,106,2.61,1.9,Novilha,2DJS3E4QL25FS0Q
348.9,Angus,Macho,22,Média energia,Nordeste,22.3,14.1,544.4,167,1.17,1.8,Novilha,EWSVBWRL3MZ369Y
211.1,Nelore,Fêmea,15,Alta energia,Cerrado,30.9,174.4,425.5,151,1.42,1.2,Novilha,H2GPMS5R415JD57
283.1,Hereford,Macho,17,Alta energia,Nordeste,29.0,280.4,503.7,124,1.78,1.4,Novilha,BUYRIJ30N83N40U
345.4,Nelore,Macho,12,Média energia,Nordeste,31.0,203.1,519.0,102,1.7,1.0,Garrote,09J2XYJF8DZ55JO
278.5,Nelore,Fêmea,27,Média energia,Nordeste,31.5,248.6,433.2,124,1.25,2.2,Vaca,NQYNV6SLQ3KK2QG
294.4,Brahman,Fêmea,26,Média energia,Nordeste,34.6,13.9,586.4,132,2.21,2.2,Vaca,94OTQ6KJ90MHJ1E
304.4,Angus,Fêmea,28,Média energia,Sul,28.6,167.2,490.5,91,2.05,2.3,Vaca,TM2X23YI1NFFZOG
268.2,Hereford,Fêmea,19,Baixa energia,Nordeste,25.1,143.3,454.2,145,1.28,1.6,Novilha,4JWQA9TIUJ5NC5X
294.1,Senepol,Fêmea,23,Baixa energia,Cerrado,29.7,154.7,456.6,166,0.98,1.9,Novilha,HFPNP18E7MX4VBE
287.6,Senepol,Fêmea,21,Média energia,Sul,21.0,30.9,576.9,140,2.07,1.8,Novilha,BLA9PP9HLGGR2DI
335.2,Nelore,Macho,26,Alta energia,Sul,33.5,208.5,572.2,143,1.66,2.2,Touro,OQG7A7R8Q4UL50E
206.8,Brahman,Macho,20,Média energia,Nordeste,21.8,155.9,456.9,105,2.38,1.7,Novilha,QCUQFQT2BUHQEKO
242.1,Brahman,Fêmea,13,Média energia,Sul,24.9,231.9,528.8,107,2.68,1.1,Novilha,EJ6RM51J9R9IC3U
342.6,Senepol,Macho,16,Alta energia,Nordeste,32.2,150.7,544.4,96,2.1,1.3,Novilha,00HVHDENWJX5SQU
333.5,Hereford,Fêmea,17,Baixa energia,Cerrado,29.0,53.3,576.7,134,1.81,1.4,Novilha,GJ9B5O3S6EWTG8Y
268.3,Angus,Macho,18,Média energia,Nordeste,25.9,198.0,424.1,125,1.25,1.5,Novilha,V5ECOHJ89ZGENYY
293.0,Hereford,Macho,12,Média energia,Sul,27.1,60.0,471.0,130,1.37,1.0,Garrote,XJ6FCZ3S1OMDCXW
241.6,Angus,Macho,18,Baixa energia,Cerrado,32.8,263.0,516.3,131,2.1,1.5,Novilha,0PPYKM5AZL4NR15
228.2,Senepol,Fêmea,23,Baixa energia,Nordeste,25.1,187.8,493.2,96,2.76,1.9,Novilha,WLISTNL47FQIX46
269.6,Angus,Macho,27,Alta energia,Cerrado,33.0,55.6,472.2,104,1.95,2.2,Touro,GWTD430RL2IO1UL
253.0,Brahman,Fêmea,27,Baixa energia,Cerrado,21.3,289.1,459.5,149,1.39,2.2,Vaca,F32JBEF2KSR09MA
287.5,Nelore,Macho,22,Baixa energia,Sul,31.7,160.3,517.5,129,1.78,1.8,Novilha,KBHGCDQBZ9JNH3W
211.7,Nelore,Macho,15,Baixa energia,Cerrado,32.7,31.1,361.7,172,0.87,1.2,Novilha,JCPOX7FUCM81FCE
346.2,Senepol,Macho,24,Alta energia,Sul,22.7,191.8,532.4,126,1.48,2.0,Novilha,D68BHV2R1PTK97R
347.9,Brahman,Macho,18,Baixa energia,Cerrado,26.5,83.4,529.1,155,1.17,1.5,Novilha,L6543RU3SXYDGWX
304.7,Hereford,Macho,15,Baixa energia,Nordeste,22.5,243.1,492.3,144,1.3,1.2,Novilha,2GJUL9SSM5X5H8N
280.4,Brahman,Fêmea,26,Alta energia,Cerrado,30.6,247.2,551.3,166,1.63,2.2,Vaca,0HO5E35AIU2ZPFD
246.4,Nelore,Fêmea,20,Baixa energia,Nordeste,28.0,293.9,438.4,169,1.14,1.7,Novilha,EK4F66UXV040ZO8
322.1,Nelore,Macho,22,Baixa energia,Nordeste,29.5,155.5,500.8,145,1.23,1.8,Novilha,L1IMZLJ8JP95MEN
302.7,Brahman,Macho,19,Alta energia,Cerrado,22.9,141.9,528.3,133,1.7,1.6,Novilha,QPKC5SIUIYPM6B6
224.4,Brahman,Macho,12,Média energia,Nordeste,23.2,228.5,504.2,146,1.92,1.0,Garrote,4B4GO3BPVTO3BIC
336.6,Nelore,Macho,19,Alta energia,Cerrado,20.6,48.4,522.8,95,1.96,1.6,Novilha,PWVLIX6J12ADTVE
323.4,Hereford,Fêmea,24,Baixa energia,Cerrado,24.8,168.6,485.2,121,1.34,2.0,Novilha,NQLX2M9BQ2FILCS
342.5,Senepol,Macho,15,Baixa energia,Nordeste,28.4,168.4,546.0,163,1.25,1.2,Novilha,FSOM7QYD3NF5VA6
308.9,Senepol,Fêmea,19,Baixa energia,Nordeste,32.9,35.9,571.0,107,2.45,1.6,Novilha,TMYCSU2IDQWRIVP
292.0,Brahman,Macho,14,Alta energia,Sul,30.0,131.2,524.6,157,1.48,1.2,Novilha,IFNZRRTOZEDBTO4
262.7,Senepol,Fêmea,20,Baixa energia,Nordeste,26.5,257.5,535.2,162,1.68,1.7,Novilha,F0HDD97XS6YFR3D
339.9,Nelore,Macho,13,Baixa energia,Sul,34.3,258.3,633.8,96,3.06,1.1,Novilha,FSPBRT5AX29CT9A
329.9,Nelore,Macho,13,Alta energia,Nordeste,30.8,38.8,598.8,97,2.77,1.1,Novilha,BVHPEN4P41IUQ5G
206.8,Brahman,Fêmea,24,Média energia,Cerrado,34.0,36.3,447.4,153,1.57,2.0,Novilha,B4AXNHE9D9XH0Q4
204.0,Brahman,Macho,26,Média energia,Nordeste,27.9,86.2,428.0,96,2.33,2.2,Touro,LE3YW2Q23F5Y110
256.5,Brahman,Macho,23,Baixa energia,Cerrado,23.9,263.7,412.5,130,1.2,1.9,Novilha,H8G2ELPLPLAFDHY
321.6,Hereford,Macho,15,Alta energia,Cerrado,20.8,47.4,619.2,129,2.31,1.2,Novilha,PW96J85VI4DJ8OM
348.1,Senepol,Fêmea,19,Baixa energia,Cerrado,30.9,218.8,555.6,92,2.26,1.6,Novilha,N7DM5PR3EF20J09
222.6,Brahman,Macho,20,Alta energia,Sul,21.8,39.3,395.4,106,1.63,1.7,Novilha,W7VUX2I9KHTWKLQ
289.1,Angus,Macho,16,Alta energia,Nordeste,24.5,190.7,539.1,155,1.61,1.3,Novilha,SQWDF6UAJLQ5LAO
257.1,Angus,Fêmea,29,Média energia,Cerrado,28.0,113.3,449.7,168,1.15,2.4,Vaca,EDOFI4ABZRNLB9L
345.5,Nelore,Fêmea,22,Média energia,Cerrado,28.5,238.8,583.4,141,1.69,1.8,Novilha,XTH4H73BTLDWW42
326.3,Senepol,Fêmea,26,Alta energia,Sul,29.0,77.8,564.3,111,2.14,2.2,Vaca,38NHZECLCYSH669
325.7,Brahman,Macho,20,Baixa energia,Nordeste,22.5,195.4,542.6,93,2.33,1.7,Novilha,DJ2E2A3CM5AOJ2E
270.3,Angus,Macho,28,Média energia,Nordeste,25.7,78.3,545.7,95,2.9,2.3,Touro,A9SNDOQ5YGET9RO
262.2,Senepol,Macho,23,Baixa energia,Sul,29.3,217.0,451.9,127,1.49,1.9,Novilha,E22CJP8C73H33F1
241.0,Nelore,Fêmea,18,Média energia,Sul,34.5,263.4,458.3,115,1.89,1.5,Novilha,5YSOJXE4DXHFKC4
208.5,Hereford,Macho,21,Média energia,Nordeste,30.9,46.8,439.2,100,2.31,1.8,Novilha,TF5QPAX1J1FWEK5
329.7,Senepol,Macho,21,Baixa energia,Sul,33.8,261.3,579.2,179,1.39,1.8,Novilha,HVDF6Y6FI8DMOJ1
321.9,Senepol,Fêmea,24,Média energia,Nordeste,31.4,182.1,589.5,106,2.52,2.0,Novilha,7Y4MBDCCE6L57NJ
350.0,Hereford,Fêmea,22,Média energia,Nordeste,28.9,46.9,559.2,177,1.18,1.8,Novilha,FK037KMT0Q2K5FJ
349.5,Senepol,Fêmea,24,Baixa energia,Cerrado,22.9,134.0,596.4,120,2.06,2.0,Novilha,OYG3RDGI142DO3U
283.3,Nelore,Fêmea,19,Média energia,Cerrado,30.0,56.6,455.9,166,1.04,1.6,Novilha,8O2ICMZ60CGWFP7
315.3,Nelore,Fêmea,19,Média energia,Nordeste,29.4,213.1,605.2,124,2.34,1.6,Novilha,M0TTXA3IX8X0O1T
341.7,Hereford,Macho,15,Média energia,Nordeste,29.0,230.1,549.2,105,1.98,1.2,Novilha,4KO0W9JEQ2VWV16
327.4,Brahman,Fêmea,26,Baixa energia,Nordeste,27.3,40.7,586.8,168,1.54,2.2,Vaca,8WMWYW28D0VM56W
237.1,Angus,Macho,22,Alta energia,Nordeste,27.9,156.8,390.2,107,1.43,1.8,Novilha,NCOSIHK3YAJJH22
267.6,Brahman,Macho,22,Baixa energia,Nordeste,25.0,246.2,448.4,151,1.2,1.8,Novilha,GJ3BIXN1B29DMZF
219.4,Senepol,Fêmea,12,Alta energia,Nordeste,27.8,281.5,442.5,116,1.92,1.0,Garrote,A6X6KHRJUFXB3WM
343.1,Angus,Fêmea,28,Média energia,Sul,23.0,158.9,624.8,124,2.27,2.3,Vaca,O397MYAAGEVXLZ3
290.9,Hereford,Fêmea,26,Alta energia,Nordeste,32.1,285.6,520.0,134,1.71,2.2,Vaca,FLEJVTRRD8FP7SJ
234.3,Hereford,Macho,17,Baixa energia,Sul,22.8,165.3,523.8,124,2.33,1.4,Novilha,MYY34RBJII9DPTZ
300.8,Angus,Fêmea,26,Baixa energia,Sul,21.3,124.3,523.4,117,1.9,2.2,Vaca,5KNV2DR2YNTEFXV
292.7,Nelore,Fêmea,20,Média energia,Nordeste,26.5,256.0,516.3,98,2.28,1.7,Novilha,DL1DBD9SM7MRYOX
253.7,Angus,Fêmea,25,Alta energia,Nordeste,29.9,153.0,421.7,165,1.02,2.1,Vaca,ZTCIWGTTP6FDBI3
217.0,Senepol,Fêmea,29,Média energia,Sul,26.6,146.9,487.4,104,2.6,2.4,Vaca,ZH4EC0CENOG4957
300.7,Nelore,Fêmea,28,Média energia,Sul,24.2,152.2,487.7,110,1.7,2.3,Vaca,1QEGHSKWTMDB44J
278.0,Hereford,Macho,29,Baixa energia,Nordeste,28.4,255.6,562.9,141,2.02,2.4,Touro,M5SMJPWBBM9LYYB
315.8,Angus,Macho,16,Alta energia,Nordeste,25.2,251.3,602.4,124,2.31,1.3,Novilha,2OE6O5CBGOOVZ1R
278.0,Brahman,Macho,20,Alta energia,Sul,34.0,127.0,569.5,140,2.08,1.7,Novilha,0DSQFT75GF9OCHP
327.8,Brahman,Fêmea,22,Alta energia,Sul,33.8,106.7,555.8,172,1.33,1.8,Novilha,O5RV6E6VRUGMOJ3
282.8,Senepol,Fêmea,12,Alta energia,Sul,27.5,152.7,534.4,144,1.75,1.0,Garrote,0TNOBPIEDU5GLQW
284.1,Brahman,Fêmea,29,Média energia,Cerrado,24.9,176.1,550.9,176,1.52,2.4,Vaca,YXY2GG61UQU0PLV
331.5,Angus,Macho,17,Média energia,Sul,31.1,79.1,501.2,166,1.02,1.4,Novilha,ZJ35D03BF1X4M58
260.5,Angus,Fêmea,13,Baixa energia,Cerrado,20.6,240.2,500.6,133,1.81,1.1,Novilha,27K79B54BMS2WVT
220.1,Brahman,Fêmea,26,Média energia,Nordeste,27.1,151.1,375.2,154,1.01,2.2,Vaca,D8ULXSWT04RH6JM
204.3,Angus,Fêmea,25,Média energia,Nordeste,25.0,106.9,428.9,177,1.27,2.1,Vaca,EO5MCRSW6CJY9SH
313.3,Senepol,Macho,16,Baixa energia,Sul,33.8,41.0,486.5,169,1.02,1.3,Novilha,RBXDG6W3TL3XYLD
293.0,Nelore,Fêmea,17,Baixa energia,Nordeste,20.2,79.3,470.4,114,1.56,1.4,Novilha,KV0XIYETY3QCV3I
305.6,Senepol,Macho,17,Baixa energia,Nordeste,28.3,285.3,510.4,176,1.16,1.4,Novilha,GBJJBDXXCKJEVA6
231.9,Senepol,Fêmea,29,Média energia,Nordeste,31.1,98.5,446.8,136,1.58,2.4,Vaca,195IQU1IYG5WM7R
220.5,Angus,Macho,25,Média energia,Nordeste,27.3,59.0,464.0,169,1.44,2.1,Touro,ZKPF3SCB6G6J0WA
202.2,Nelore,Macho,21,Baixa energia,Cerrado,21.3,143.6,363.4,145,1.11,1.8,Novilha,V03E3GWSSRISDDZ
252.6,Angus,Macho,25,Baixa energia,Cerrado,34.6,99.1,478.2,127,1.78,2.1,Touro,HWAHM7E9TILD4C8
288.5,Hereford,Fêmea,24,Baixa energia,Sul,27.8,20.2,465.9,100,1.77,2.0,Novilha,6WQXU9CNO9AGYIR
258.8,Angus,Fêmea,14,Média energia,Sul,29.2,103.7,494.9,156,1.51,1.2,Novilha,YEGZP2TZVDN4E35
265.6,Angus,Macho,17,Média energia,Sul,23.5,167.8,511.2,104,2.36,1.4,Novilha,HU3JNGKIN75ZLJ4
335.6,Angus,Macho,19,Alta energia,Nordeste,27.3,170.0,569.1,90,2.59,1.6,Novilha,26CK6NFUAPEAFHI
252.2,Nelore,Fêmea,23,Média energia,Nordeste,26.4,113.4,512.9,96,2.72,1.9,Novilha,ME34K295R7GJUHN
277.1,Angus,Fêmea,24,Média energia,Cerrado,21.1,139.7,477.4,90,2.23,2.0,Novilha,1K6FW9LZ9WHTYHI
317.5,Nelore,Macho,22,Média energia,Cerrado,21.6,290.0,582.3,138,1.92,1.8,Novilha,GGWEMU3KZLYRVTR
259.5,Brahman,Fêmea,23,Baixa energia,Sul,32.6,119.4,474.4,162,1.33,1.9,Novilha,14C2XBPOH0J0CY4
293.3,Hereford,Fêmea,12,Média energia,Cerrado,23.6,84.9,515.9,118,1.89,1.0,Garrote,GA7EV17MSY59PPP
329.4,Nelore,Fêmea,28,Baixa energia,Cerrado,22.9,80.6,576.6,115,2.15,2.3,Vaca,ZVQBUWX6NRMN9IH
342.4,Brahman,Fêmea,27,Alta energia,Cerrado,27.6,142.8,495.2,176,0.87,2.2,Vaca,EP4AIIKB579R6HN
222.1,Nelore,Macho,22,Alta energia,Cerrado,31.5,230.3,470.2,134,1.85,1.8,Novilha,MLKU2XFMETRW3P5
339.0,Nelore,Fêmea,24,Baixa energia,Cerrado,20.9,69.7,581.8,160,1.52,2.0,Novilha,R565QELM0FUFQQ0
273.8,Hereford,Fêmea,29,Baixa energia,Sul,28.7,215.7,470.3,101,1.95,2.4,Vaca,3WEG3DSJN8C0S0X
238.7,Senepol,Macho,22,Baixa energia,Sul,21.8,16.1,401.6,121,1.35,1.8,Novilha,L9T9AN93WJLW8FC
268.9,Senepol,Macho,23,Média energia,Cerrado,20.5,131.5,432.5,109,1.5,1.9,Novilha,U836KYHMLVDBFT6
347.0,Nelore,Fêmea,17,Alta energia,Sul,20.8,235.0,635.5,140,2.06,1.4,Novilha,DXXGIGT34JMF28L
273.9,Angus,Fêmea,20,Baixa energia,Nordeste,32.5,108.2,527.3,170,1.49,1.7,Novilha,M1X4PAZ9LQPELM5
249.3,Brahman,Fêmea,27,Média energia,Cerrado,21.8,173.5,418.4,125,1.35,2.2,Vaca,7KABZN0Q8LTT769
295.0,Angus,Fêmea,15,Alta energia,Nordeste,20.7,69.4,498.5,156,1.3,1.2,Novilha,QVLS6UQXTG90BSS
236.0,Angus,Macho,14,Média energia,Sul,26.6,225.2,474.9,90,2.65,1.2,Novilha,J7NQIK2YXY1AQ4Z
211.4,Nelore,Macho,27,Alta energia,Sul,32.7,25.2,486.7,116,2.37,2.2,Touro,SV9H730WDJ7XRBT
219.3,Nelore,Macho,23,Média energia,Nordeste,23.9,257.2,375.8,129,1.21,1.9,Novilha,PP4K2E6EUJ6M7T5
219.2,Nelore,Fêmea,22,Alta energia,Sul,26.3,67.5,404.7,173,1.07,1.8,Novilha,2P5MBZFX48HXFI4
222.8,Nelore,Fêmea,16,Alta energia,Cerrado,20.6,263.6,506.3,103,2.75,1.3,Novilha,PPMUMGL6O9RSQCI
220.8,Senepol,Fêmea,29,Média energia,Nordeste,26.7,112.2,372.2,158,0.96,2.4,Vaca,93E3URRC2NUATAH
296.1,Nelore,Fêmea,17,Baixa energia,Cerrado,28.7,219.6,476.3,176,1.02,1.4,Novilha,1440SIJQINK4CKB
227.3,Senepol,Macho,29,Alta energia,Nordeste,28.6,102.6,521.2,168,1.75,2.4,Touro,YJHG911F6D2OSPI
251.9,Senepol,Macho,17,Baixa energia,Sul,25.0,272.7,493.9,95,2.55,1.4,Novilha,K8O907DIPH6OJD4
334.5,Nelore,Fêmea,15,Média energia,Nordeste,24.7,46.7,523.8,122,1.55,1.2,Novilha,U5DS69R88BUEV7T
271.1,Hereford,Macho,23,Baixa energia,Nordeste,21.6,61.8,431.1,144,1.11,1.9,Novilha,29DMU1VZEK72IMW
300.1,Brahman,Fêmea,13,Baixa energia,Cerrado,25.5,153.0,454.3,108,1.43,1.1,Novilha,A0EXIH9NCCQC856
